date,product,quantity,price
28/06/2009,E,10,69
29/06/2009,C,4,67
30/06/2009,B,9,66
1/07/2009,E,9,69
2/07/2009,D,4,68
3/07/2009,B,1,66
4/07/2009,C,8,67
5/07/2009,A,3,65
6/07/2009,D,2,68
7/07/2009,B,5,66
8/07/2009,A,4,65
9/07/2009,E,1,69
10/07/2009,D,1,68
11/07/2009,B,3,66
12/07/2009,D,7,68
13/07/2009,E,9,69
14/07/2009,A,2,65
15/07/2009,C,5,67
16/07/2009,D,8,68
17/07/2009,D,6,68
18/07/2009,D,8,68
19/07/2009,E,7,69
20/07/2009,F,5,70
21/07/2009,C,5,67
22/07/2009,C,4,67
23/07/2009,E,1,69
24/07/2009,A,1,65
25/07/2009,F,1,70
26/07/2009,D,7,68
27/07/2009,E,10,69
28/07/2009,F,7,70
29/07/2009,B,2,66
30/07/2009,E,2,69
31/07/2009,A,4,65
1/08/2009,C,9,67
2/08/2009,F,9,70
3/08/2009,A,5,65
4/08/2009,D,1,68
5/08/2009,F,8,70
6/08/2009,B,8,66
7/08/2009,B,7,66
8/08/2009,F,3,70
9/08/2009,E,1,69
10/08/2009,F,5,70
11/08/2009,A,9,65
12/08/2009,B,9,66
13/08/2009,C,10,67
14/08/2009,E,2,69
15/08/2009,F,9,70
16/08/2009,A,7,65
17/08/2009,F,5,70
18/08/2009,A,1,65
19/08/2009,C,7,67
20/08/2009,A,10,65
21/08/2009,E,5,69
22/08/2009,D,4,68
23/08/2009,D,6,68
24/08/2009,F,5,70
25/08/2009,E,1,69
26/08/2009,A,1,65
27/08/2009,D,6,68
28/08/2009,A,10,65
29/08/2009,C,9,67
30/08/2009,C,7,67
31/08/2009,F,1,70
1/09/2009,C,3,67
2/09/2009,D,3,68
3/09/2009,E,1,69
4/09/2009,D,5,68
5/09/2009,C,10,67
6/09/2009,E,1,69
7/09/2009,C,1,67
8/09/2009,F,6,70
9/09/2009,A,9,65
10/09/2009,F,10,70
11/09/2009,A,3,65
12/09/2009,D,5,68
13/09/2009,D,10,68
14/09/2009,F,2,70
15/09/2009,A,7,65
16/09/2009,C,9,67
17/09/2009,E,2,69
18/09/2009,F,1,70
19/09/2009,A,5,65
20/09/2009,F,7,70
21/09/2009,C,1,67
22/09/2009,D,6,68
23/09/2009,E,7,69
24/09/2009,C,1,67
25/09/2009,D,7,68
26/09/2009,A,6,65
27/09/2009,D,5,68
28/09/2009,D,1,68
29/09/2009,D,8,68
30/09/2009,E,10,69
1/10/2009,B,5,66
2/10/2009,C,2,67
3/10/2009,A,2,65
4/10/2009,D,3,68
5/10/2009,E,2,69
6/10/2009,F,3,70
7/10/2009,C,9,67
8/10/2009,B,2,66
9/10/2009,B,1,66
10/10/2009,B,5,66
11/10/2009,E,1,69
12/10/2009,D,5,68
13/10/2009,A,4,65
14/10/2009,C,3,67
15/10/2009,A,2,65
16/10/2009,D,9,68
17/10/2009,B,7,66
18/10/2009,A,6,65
19/10/2009,B,3,66
20/10/2009,E,10,69
21/10/2009,B,6,66
22/10/2009,D,5,68
23/10/2009,C,9,67
24/10/2009,F,8,70
25/10/2009,B,5,66
26/10/2009,C,1,67
27/10/2009,C,6,67
28/10/2009,F,8,70
29/10/2009,C,1,67
30/10/2009,D,7,68
31/10/2009,B,8,66
1/11/2009,A,10,65
2/11/2009,A,6,65
3/11/2009,E,8,69
4/11/2009,E,6,69
5/11/2009,D,5,68
6/11/2009,D,3,68
7/11/2009,D,1,68
8/11/2009,D,2,68
9/11/2009,B,5,66
10/11/2009,C,5,67
11/11/2009,C,5,67
12/11/2009,F,10,70
13/11/2009,F,6,70
14/11/2009,E,4,69
15/11/2009,A,8,65
16/11/2009,F,10,70
17/11/2009,F,9,70
18/11/2009,D,2,68
19/11/2009,C,2,67
20/11/2009,B,1,66
21/11/2009,A,3,65
22/11/2009,F,5,70
23/11/2009,F,7,70
24/11/2009,F,4,70
25/11/2009,A,6,65
26/11/2009,D,4,68
27/11/2009,D,7,68
28/11/2009,D,5,68
29/11/2009,C,4,67
30/11/2009,A,2,65
1/12/2009,F,6,70
2/12/2009,D,10,68
3/12/2009,B,7,66
4/12/2009,C,7,67
5/12/2009,C,3,67
6/12/2009,A,3,65
7/12/2009,D,5,68
8/12/2009,D,9,68
9/12/2009,F,10,70
10/12/2009,F,1,70
11/12/2009,A,4,65
12/12/2009,D,8,68
13/12/2009,F,9,70
14/12/2009,F,9,70
15/12/2009,C,3,67
16/12/2009,B,7,66
17/12/2009,C,10,67
18/12/2009,B,10,66
19/12/2009,F,3,70
20/12/2009,E,2,69
21/12/2009,F,10,70
22/12/2009,E,5,69
23/12/2009,E,4,69
24/12/2009,D,9,68
25/12/2009,F,7,70
26/12/2009,C,3,67
27/12/2009,B,1,66
28/12/2009,E,8,69
29/12/2009,E,9,69
30/12/2009,A,9,65
31/12/2009,F,7,70
1/01/2010,E,10,69
2/01/2010,A,7,65
3/01/2010,D,2,68
4/01/2010,D,9,68
5/01/2010,A,9,65
6/01/2010,C,1,67
7/01/2010,E,2,69
8/01/2010,C,7,67
9/01/2010,E,9,69
10/01/2010,F,5,70
11/01/2010,F,4,70
12/01/2010,A,1,65
13/01/2010,D,5,68
14/01/2010,E,9,69
15/01/2010,B,3,66
16/01/2010,C,4,67
17/01/2010,A,9,65
18/01/2010,A,8,65
19/01/2010,C,5,67
20/01/2010,C,4,67
21/01/2010,B,3,66
22/01/2010,E,1,69
23/01/2010,D,6,68
24/01/2010,B,8,66
25/01/2010,D,1,68
26/01/2010,B,9,66
27/01/2010,F,6,70
28/01/2010,A,10,65
29/01/2010,E,4,69
30/01/2010,C,10,67
31/01/2010,C,1,67
1/02/2010,E,2,69
2/02/2010,B,3,66
3/02/2010,A,5,65
4/02/2010,D,9,68
5/02/2010,B,4,66
6/02/2010,C,9,67
7/02/2010,A,9,65
8/02/2010,D,7,68
9/02/2010,F,1,70
10/02/2010,B,7,66
11/02/2010,A,5,65
12/02/2010,B,3,66
13/02/2010,B,1,66
14/02/2010,B,4,66
15/02/2010,D,1,68
16/02/2010,D,7,68
17/02/2010,A,1,65
18/02/2010,A,7,65
19/02/2010,E,9,69
20/02/2010,A,8,65
21/02/2010,E,1,69
22/02/2010,B,4,66
23/02/2010,D,2,68
24/02/2010,B,10,66
25/02/2010,E,2,69
26/02/2010,D,5,68
27/02/2010,C,1,67
28/02/2010,F,7,70
1/03/2010,A,3,65
2/03/2010,F,8,70
3/03/2010,B,10,66
4/03/2010,E,1,69
5/03/2010,D,2,68
6/03/2010,D,9,68
7/03/2010,D,5,68
8/03/2010,A,2,65
9/03/2010,B,9,66
10/03/2010,B,8,66
11/03/2010,C,5,67
12/03/2010,C,1,67
13/03/2010,E,8,69
14/03/2010,A,9,65
15/03/2010,B,7,66
16/03/2010,D,5,68
17/03/2010,A,10,65
18/03/2010,F,2,70
19/03/2010,F,10,70
20/03/2010,B,1,66
21/03/2010,E,1,69
22/03/2010,A,3,65
23/03/2010,E,8,69
24/03/2010,C,7,67
25/03/2010,B,9,66
26/03/2010,C,8,67
27/03/2010,D,1,68
28/03/2010,A,4,65
29/03/2010,B,9,66
30/03/2010,D,1,68
31/03/2010,A,3,65
1/04/2010,F,2,70
2/04/2010,E,6,69
3/04/2010,D,5,68
4/04/2010,E,10,69
5/04/2010,D,6,68
6/04/2010,F,7,70
7/04/2010,C,9,67
8/04/2010,F,8,70
9/04/2010,F,5,70
10/04/2010,B,5,66
11/04/2010,E,4,69
12/04/2010,F,4,70
13/04/2010,B,3,66
14/04/2010,E,7,69
15/04/2010,E,5,69
16/04/2010,A,9,65
17/04/2010,D,7,68
18/04/2010,A,3,65
19/04/2010,A,1,65
20/04/2010,D,3,68
21/04/2010,B,1,66
22/04/2010,E,8,69
23/04/2010,C,3,67
24/04/2010,C,2,67
25/04/2010,B,9,66
26/04/2010,E,6,69
27/04/2010,F,4,70
28/04/2010,B,6,66
29/04/2010,C,9,67
30/04/2010,F,7,70
1/05/2010,E,3,69
2/05/2010,D,6,68
3/05/2010,E,5,69
4/05/2010,B,9,66
5/05/2010,A,8,65
6/05/2010,B,1,66
7/05/2010,A,9,65
8/05/2010,E,1,69
9/05/2010,E,4,69
10/05/2010,C,8,67
11/05/2010,C,1,67
12/05/2010,C,5,67
13/05/2010,B,10,66
14/05/2010,C,3,67
15/05/2010,E,3,69
16/05/2010,A,1,65
17/05/2010,D,4,68
18/05/2010,B,3,66
19/05/2010,B,9,66
20/05/2010,B,7,66
21/05/2010,A,6,65
22/05/2010,F,10,70
23/05/2010,A,8,65
24/05/2010,D,7,68
25/05/2010,A,4,65
26/05/2010,F,9,70
27/05/2010,A,3,65
28/05/2010,B,1,66
29/05/2010,D,6,68
30/05/2010,D,3,68
31/05/2010,E,2,69
1/06/2010,F,10,70
2/06/2010,D,4,68
3/06/2010,B,8,66
4/06/2010,B,3,66
5/06/2010,A,8,65
6/06/2010,C,5,67
7/06/2010,E,1,69
8/06/2010,B,3,66
9/06/2010,F,7,70
10/06/2010,E,4,69
11/06/2010,C,5,67
12/06/2010,A,7,65
13/06/2010,A,5,65
14/06/2010,F,1,70
15/06/2010,D,9,68
16/06/2010,E,3,69
17/06/2010,C,3,67
18/06/2010,B,8,66
19/06/2010,B,5,66
20/06/2010,A,9,65
21/06/2010,D,3,68
22/06/2010,B,7,66
23/06/2010,D,5,68
24/06/2010,B,3,66
25/06/2010,B,1,66
26/06/2010,A,1,65
27/06/2010,B,3,66
28/06/2010,D,10,68
29/06/2010,E,10,69
30/06/2010,C,7,67
1/07/2010,C,3,67
2/07/2010,E,8,69
3/07/2010,C,2,67
4/07/2010,C,8,67
5/07/2010,A,10,65
6/07/2010,F,3,70
7/07/2010,A,1,65
8/07/2010,C,9,67
9/07/2010,E,9,69
10/07/2010,F,1,70
11/07/2010,D,6,68
12/07/2010,F,4,70
13/07/2010,D,3,68
14/07/2010,C,3,67
15/07/2010,E,10,69
16/07/2010,D,2,68
17/07/2010,F,2,70
18/07/2010,F,3,70
19/07/2010,F,8,70
20/07/2010,B,1,66
21/07/2010,F,2,70
22/07/2010,A,10,65
23/07/2010,E,8,69
24/07/2010,A,2,65
25/07/2010,F,4,70
26/07/2010,C,7,67
27/07/2010,D,9,68
28/07/2010,F,5,70
29/07/2010,B,1,66
30/07/2010,D,6,68
31/07/2010,C,6,67
1/08/2010,E,7,69
2/08/2010,F,9,70
3/08/2010,D,1,68
4/08/2010,B,8,66
5/08/2010,D,6,68
6/08/2010,F,7,70
7/08/2010,D,2,68
8/08/2010,E,7,69
9/08/2010,B,8,66
10/08/2010,B,2,66
11/08/2010,B,8,66
12/08/2010,B,1,66
13/08/2010,B,9,66
14/08/2010,F,8,70
15/08/2010,A,8,65
16/08/2010,A,9,65
17/08/2010,A,8,65
18/08/2010,C,10,67
19/08/2010,A,1,65
20/08/2010,E,1,69
21/08/2010,F,8,70
22/08/2010,C,9,67
23/08/2010,A,4,65
24/08/2010,D,4,68
25/08/2010,C,4,67
26/08/2010,B,7,66
27/08/2010,F,4,70
28/08/2010,D,3,68
29/08/2010,C,7,67
30/08/2010,D,6,68
31/08/2010,A,3,65
1/09/2010,E,8,69
2/09/2010,D,2,68
3/09/2010,B,10,66
4/09/2010,D,1,68
5/09/2010,C,8,67
6/09/2010,A,7,65
7/09/2010,A,10,65
8/09/2010,B,5,66
9/09/2010,A,1,65
10/09/2010,D,6,68
11/09/2010,A,10,65
12/09/2010,D,1,68
13/09/2010,D,3,68
14/09/2010,B,6,66
15/09/2010,C,8,67
16/09/2010,D,6,68
17/09/2010,D,2,68
18/09/2010,B,10,66
19/09/2010,B,8,66
20/09/2010,F,9,70
21/09/2010,F,8,70
22/09/2010,C,3,67
23/09/2010,F,3,70
24/09/2010,A,10,65
25/09/2010,A,8,65
26/09/2010,B,6,66
27/09/2010,B,7,66
28/09/2010,D,8,68
29/09/2010,C,4,67
30/09/2010,C,3,67
1/10/2010,A,2,65
2/10/2010,A,1,65
3/10/2010,E,3,69
4/10/2010,C,2,67
5/10/2010,F,1,70
6/10/2010,B,1,66
7/10/2010,C,9,67
8/10/2010,B,6,66
9/10/2010,A,3,65
10/10/2010,C,9,67
11/10/2010,A,2,65
12/10/2010,B,4,66
13/10/2010,B,4,66
14/10/2010,F,4,70
15/10/2010,C,9,67
16/10/2010,E,9,69
17/10/2010,A,1,65
18/10/2010,E,4,69
19/10/2010,D,2,68
20/10/2010,D,10,68
21/10/2010,E,7,69
22/10/2010,C,3,67
23/10/2010,B,9,66
24/10/2010,F,9,70
25/10/2010,E,4,69
26/10/2010,F,6,70
27/10/2010,B,4,66
28/10/2010,E,7,69
29/10/2010,E,8,69
30/10/2010,F,7,70
31/10/2010,F,4,70
1/11/2010,E,7,69
2/11/2010,E,8,69
3/11/2010,C,7,67
4/11/2010,D,3,68
5/11/2010,A,10,65
6/11/2010,E,1,69
7/11/2010,B,9,66
8/11/2010,A,7,65
9/11/2010,C,4,67
10/11/2010,A,6,65
11/11/2010,B,2,66
12/11/2010,C,3,67
13/11/2010,D,7,68
14/11/2010,B,9,66
15/11/2010,E,3,69
16/11/2010,B,8,66
17/11/2010,B,7,66
18/11/2010,A,10,65
19/11/2010,B,2,66
20/11/2010,E,9,69
21/11/2010,E,4,69
22/11/2010,C,6,67
23/11/2010,A,8,65
24/11/2010,F,7,70
25/11/2010,B,10,66
26/11/2010,D,8,68
27/11/2010,C,9,67
28/11/2010,D,7,68
29/11/2010,B,4,66
30/11/2010,D,4,68
1/12/2010,F,1,70
2/12/2010,B,8,66
3/12/2010,B,4,66
4/12/2010,F,1,70
5/12/2010,F,3,70
6/12/2010,E,4,69
7/12/2010,B,2,66
8/12/2010,F,1,70
9/12/2010,D,8,68
10/12/2010,D,8,68
11/12/2010,B,3,66
12/12/2010,B,5,66
13/12/2010,C,7,67
14/12/2010,A,8,65
15/12/2010,D,3,68
16/12/2010,B,6,66
17/12/2010,D,7,68
18/12/2010,D,5,68
19/12/2010,B,6,66
20/12/2010,A,2,65
21/12/2010,C,2,67
22/12/2010,F,8,70
23/12/2010,C,7,67
24/12/2010,F,7,70
25/12/2010,D,1,68
26/12/2010,D,8,68
27/12/2010,C,3,67
28/12/2010,F,8,70
29/12/2010,A,1,65
30/12/2010,B,3,66
31/12/2010,E,3,69
1/01/2011,A,6,65
2/01/2011,C,9,67
3/01/2011,D,9,68
4/01/2011,B,8,66
5/01/2011,F,3,70
6/01/2011,B,9,66
7/01/2011,E,1,69
8/01/2011,C,1,67
9/01/2011,D,3,68
10/01/2011,C,4,67
11/01/2011,A,4,65
12/01/2011,E,9,69
13/01/2011,E,4,69
14/01/2011,F,5,70
15/01/2011,D,5,68
16/01/2011,F,4,70
17/01/2011,E,9,69
18/01/2011,C,10,67
19/01/2011,E,7,69
20/01/2011,E,4,69
21/01/2011,D,3,68
22/01/2011,B,3,66
23/01/2011,B,9,66
24/01/2011,B,10,66
25/01/2011,D,10,68
26/01/2011,D,4,68
27/01/2011,A,10,65
28/01/2011,C,3,67
29/01/2011,E,3,69
30/01/2011,B,10,66
31/01/2011,C,5,67
1/02/2011,D,7,68
2/02/2011,F,5,70
3/02/2011,C,7,67
4/02/2011,B,10,66
5/02/2011,C,5,67
6/02/2011,E,2,69
7/02/2011,A,5,65
8/02/2011,D,10,68
9/02/2011,F,5,70
10/02/2011,C,7,67
11/02/2011,B,6,66
12/02/2011,F,8,70
13/02/2011,E,10,69
14/02/2011,A,9,65
15/02/2011,B,5,66
16/02/2011,E,6,69
17/02/2011,B,6,66
18/02/2011,A,10,65
19/02/2011,E,1,69
20/02/2011,A,6,65
21/02/2011,A,1,65
22/02/2011,C,7,67
23/02/2011,D,2,68
24/02/2011,B,7,66
25/02/2011,B,9,66
26/02/2011,A,3,65
27/02/2011,D,8,68
28/02/2011,B,9,66
1/03/2011,E,7,69
2/03/2011,F,4,70
3/03/2011,A,9,65
4/03/2011,D,4,68
5/03/2011,F,3,70
6/03/2011,D,5,68
7/03/2011,D,5,68
8/03/2011,F,4,70
9/03/2011,E,6,69
10/03/2011,C,8,67
11/03/2011,E,3,69
12/03/2011,B,4,66
13/03/2011,B,10,66
14/03/2011,B,1,66
15/03/2011,D,6,68
16/03/2011,D,3,68
17/03/2011,D,2,68
18/03/2011,B,6,66
19/03/2011,D,3,68
20/03/2011,F,10,70
21/03/2011,A,5,65
22/03/2011,C,3,67
23/03/2011,E,4,69
24/03/2011,E,10,69
25/03/2011,F,10,70
26/03/2011,A,9,65
27/03/2011,C,6,67
28/03/2011,A,8,65
29/03/2011,A,1,65
30/03/2011,B,2,66
31/03/2011,C,5,67
1/04/2011,C,1,67
2/04/2011,F,6,70
3/04/2011,C,7,67
4/04/2011,F,8,70
5/04/2011,A,4,65
6/04/2011,C,2,67
7/04/2011,A,1,65
8/04/2011,A,4,65
9/04/2011,F,7,70
10/04/2011,C,1,67
11/04/2011,F,9,70
12/04/2011,A,9,65
13/04/2011,C,7,67
14/04/2011,A,4,65
15/04/2011,F,5,70
16/04/2011,D,4,68
17/04/2011,A,2,65
18/04/2011,A,8,65
19/04/2011,F,2,70
20/04/2011,C,10,67
21/04/2011,B,8,66
22/04/2011,C,5,67
23/04/2011,D,1,68
24/04/2011,E,8,69
25/04/2011,C,6,67
26/04/2011,E,5,69
27/04/2011,A,3,65
28/04/2011,C,4,67
29/04/2011,D,10,68
30/04/2011,F,10,70
1/05/2011,F,6,70
2/05/2011,E,8,69
3/05/2011,D,2,68
4/05/2011,E,6,69
5/05/2011,B,10,66
6/05/2011,A,7,65
7/05/2011,B,10,66
8/05/2011,E,1,69
9/05/2011,A,9,65
10/05/2011,F,8,70
11/05/2011,C,8,67
12/05/2011,C,8,67
13/05/2011,B,8,66
14/05/2011,E,5,69
15/05/2011,A,2,65
16/05/2011,A,8,65
17/05/2011,B,8,66
18/05/2011,A,3,65
19/05/2011,E,5,69
20/05/2011,E,6,69
21/05/2011,F,9,70
22/05/2011,E,10,69
23/05/2011,F,5,70
24/05/2011,A,8,65
25/05/2011,E,9,69
26/05/2011,B,3,66
27/05/2011,E,8,69
28/05/2011,C,4,67
29/05/2011,C,1,67
30/05/2011,A,8,65
31/05/2011,D,4,68
1/06/2011,D,2,68
2/06/2011,C,9,67
3/06/2011,D,4,68
4/06/2011,C,5,67
5/06/2011,D,7,68
6/06/2011,B,2,66
7/06/2011,E,2,69
8/06/2011,F,7,70
9/06/2011,C,8,67
10/06/2011,C,2,67
11/06/2011,A,6,65
12/06/2011,B,10,66
13/06/2011,D,2,68
14/06/2011,A,1,65
15/06/2011,E,4,69
16/06/2011,C,8,67
17/06/2011,B,9,66
18/06/2011,C,9,67
19/06/2011,E,2,69
20/06/2011,C,9,67
21/06/2011,D,9,68
22/06/2011,F,9,70
23/06/2011,A,8,65
24/06/2011,A,1,65
25/06/2011,B,8,66
26/06/2011,B,6,66
27/06/2011,D,10,68
28/06/2011,C,4,67
29/06/2011,F,7,70
30/06/2011,E,2,69
1/07/2011,C,1,67
2/07/2011,A,5,65
3/07/2011,C,8,67
4/07/2011,F,7,70
5/07/2011,D,10,68
6/07/2011,A,3,65
7/07/2011,D,6,68
8/07/2011,B,9,66
9/07/2011,E,9,69
10/07/2011,A,6,65
11/07/2011,B,4,66
12/07/2011,E,10,69
13/07/2011,A,1,65
14/07/2011,D,5,68
15/07/2011,A,3,65
16/07/2011,C,3,67
17/07/2011,B,9,66
18/07/2011,F,2,70
19/07/2011,D,7,68
20/07/2011,A,8,65
21/07/2011,D,2,68
22/07/2011,D,10,68
23/07/2011,E,9,69
24/07/2011,B,8,66
25/07/2011,E,7,69
26/07/2011,F,1,70
27/07/2011,C,3,67
28/07/2011,C,8,67
29/07/2011,C,3,67
30/07/2011,E,8,69
31/07/2011,D,3,68
1/08/2011,F,6,70
2/08/2011,D,6,68
3/08/2011,B,8,66
4/08/2011,D,3,68
5/08/2011,C,3,67
6/08/2011,D,3,68
7/08/2011,D,8,68
8/08/2011,A,9,65
9/08/2011,F,1,70
10/08/2011,B,8,66
11/08/2011,E,1,69
12/08/2011,A,6,65
13/08/2011,C,4,67
14/08/2011,E,9,69
15/08/2011,B,3,66
16/08/2011,C,4,67
17/08/2011,E,3,69
18/08/2011,F,5,70
19/08/2011,A,7,65
20/08/2011,E,1,69
21/08/2011,F,9,70
22/08/2011,E,9,69
23/08/2011,A,6,65
24/08/2011,F,6,70
25/08/2011,E,4,69
26/08/2011,C,3,67
27/08/2011,D,6,68
28/08/2011,D,3,68
29/08/2011,C,1,67
30/08/2011,B,4,66
31/08/2011,B,5,66
1/09/2011,D,2,68
2/09/2011,E,1,69
3/09/2011,F,8,70
4/09/2011,A,8,65
5/09/2011,F,9,70
6/09/2011,A,7,65
7/09/2011,A,6,65
8/09/2011,F,8,70
9/09/2011,D,7,68
10/09/2011,E,10,69
11/09/2011,D,6,68
12/09/2011,A,10,65
13/09/2011,F,3,70
14/09/2011,A,4,65
15/09/2011,E,5,69
16/09/2011,F,9,70
17/09/2011,F,9,70
18/09/2011,F,5,70
19/09/2011,E,7,69
20/09/2011,D,8,68
21/09/2011,B,1,66
22/09/2011,B,2,66
23/09/2011,F,8,70
24/09/2011,D,2,68
25/09/2011,C,1,67
26/09/2011,F,5,70
27/09/2011,F,3,70
28/09/2011,E,4,69
29/09/2011,D,5,68
30/09/2011,F,7,70
1/10/2011,D,4,68
2/10/2011,D,8,68
3/10/2011,F,6,70
4/10/2011,E,7,69
5/10/2011,D,8,68
6/10/2011,D,9,68
7/10/2011,C,2,67
8/10/2011,F,1,70
9/10/2011,F,10,70
10/10/2011,F,1,70
11/10/2011,E,6,69
12/10/2011,F,6,70
13/10/2011,E,8,69
14/10/2011,C,7,67
15/10/2011,B,8,66
16/10/2011,B,10,66
17/10/2011,F,7,70
18/10/2011,F,8,70
19/10/2011,A,9,65
20/10/2011,C,10,67
21/10/2011,F,5,70
22/10/2011,E,9,69
23/10/2011,E,8,69
24/10/2011,E,8,69
25/10/2011,F,9,70
26/10/2011,E,3,69
27/10/2011,A,8,65
28/10/2011,E,1,69
29/10/2011,C,1,67
30/10/2011,F,7,70
31/10/2011,B,6,66
1/11/2011,F,6,70
2/11/2011,B,9,66
3/11/2011,C,5,67
4/11/2011,D,3,68
5/11/2011,B,2,66
6/11/2011,D,9,68
7/11/2011,A,4,65
8/11/2011,E,7,69
9/11/2011,E,5,69
10/11/2011,A,7,65
11/11/2011,B,10,66
12/11/2011,F,3,70
13/11/2011,F,2,70
14/11/2011,E,7,69
15/11/2011,B,2,66
16/11/2011,C,4,67
17/11/2011,A,4,65
18/11/2011,B,5,66
19/11/2011,B,2,66
20/11/2011,A,5,65
21/11/2011,F,10,70
22/11/2011,E,8,69
23/11/2011,F,9,70
24/11/2011,F,4,70
25/11/2011,B,1,66
26/11/2011,A,3,65
27/11/2011,F,3,70
28/11/2011,B,1,66
29/11/2011,E,5,69
30/11/2011,B,5,66
1/12/2011,B,6,66
2/12/2011,C,2,67
3/12/2011,D,10,68
4/12/2011,A,7,65
5/12/2011,F,1,70
6/12/2011,F,9,70
7/12/2011,A,3,65
8/12/2011,B,4,66
9/12/2011,D,7,68
10/12/2011,E,7,69
11/12/2011,A,8,65
12/12/2011,F,6,70
13/12/2011,D,6,68
14/12/2011,E,4,69
15/12/2011,F,4,70
16/12/2011,E,7,69
17/12/2011,E,9,69
18/12/2011,C,6,67
19/12/2011,E,6,69
20/12/2011,C,8,67
21/12/2011,D,10,68
22/12/2011,A,3,65
23/12/2011,C,7,67
24/12/2011,E,4,69
25/12/2011,B,5,66
26/12/2011,F,7,70
27/12/2011,C,3,67
28/12/2011,A,8,65
29/12/2011,D,7,68
30/12/2011,A,9,65
31/12/2011,E,5,69
1/01/2012,F,10,70
2/01/2012,C,6,67
3/01/2012,C,7,67
4/01/2012,F,8,70
5/01/2012,D,5,68
6/01/2012,B,7,66
7/01/2012,A,10,65
8/01/2012,E,3,69
9/01/2012,A,3,65
10/01/2012,E,2,69
11/01/2012,A,6,65
12/01/2012,A,10,65
13/01/2012,F,7,70
14/01/2012,F,3,70
15/01/2012,C,2,67
16/01/2012,E,9,69
17/01/2012,B,8,66
18/01/2012,C,8,67
19/01/2012,C,10,67
20/01/2012,E,8,69
21/01/2012,E,1,69
22/01/2012,A,8,65
23/01/2012,F,9,70
24/01/2012,E,10,69
25/01/2012,F,4,70
26/01/2012,F,3,70
27/01/2012,F,7,70
28/01/2012,C,8,67
29/01/2012,A,3,65
30/01/2012,A,9,65
31/01/2012,A,2,65
1/02/2012,E,10,69
2/02/2012,A,5,65
3/02/2012,F,5,70
4/02/2012,A,2,65
5/02/2012,F,4,70
6/02/2012,B,8,66
7/02/2012,B,3,66
8/02/2012,F,2,70
9/02/2012,B,10,66
10/02/2012,E,1,69
11/02/2012,A,9,65
12/02/2012,C,3,67
13/02/2012,A,2,65
14/02/2012,D,10,68
15/02/2012,D,9,68
16/02/2012,E,2,69
17/02/2012,C,8,67
18/02/2012,D,8,68
19/02/2012,D,9,68
20/02/2012,A,4,65
21/02/2012,E,4,69
22/02/2012,E,9,69
23/02/2012,F,6,70
24/02/2012,B,7,66
25/02/2012,D,2,68
26/02/2012,E,2,69
27/02/2012,B,8,66
28/02/2012,F,7,70
29/02/2012,E,1,69
1/03/2012,B,1,66
2/03/2012,B,9,66
3/03/2012,D,9,68
4/03/2012,D,4,68
5/03/2012,C,7,67
6/03/2012,B,8,66
7/03/2012,A,1,65
8/03/2012,D,5,68
9/03/2012,D,2,68
10/03/2012,E,6,69
11/03/2012,E,4,69
12/03/2012,A,10,65
13/03/2012,C,2,67
14/03/2012,D,4,68
15/03/2012,A,10,65
16/03/2012,B,6,66
17/03/2012,A,1,65
18/03/2012,F,6,70
19/03/2012,D,2,68
20/03/2012,C,6,67
21/03/2012,B,8,66
22/03/2012,C,2,67
23/03/2012,F,2,70
24/03/2012,E,3,69
25/03/2012,E,8,69
26/03/2012,C,7,67
27/03/2012,A,3,65
28/03/2012,A,7,65
29/03/2012,A,2,65
30/03/2012,F,8,70
31/03/2012,F,9,70
1/04/2012,B,3,66
2/04/2012,C,10,67
3/04/2012,A,7,65
4/04/2012,A,6,65
5/04/2012,A,5,65
6/04/2012,C,1,67
7/04/2012,C,4,67
8/04/2012,E,4,69
9/04/2012,A,6,65
10/04/2012,A,4,65
11/04/2012,C,3,67
12/04/2012,C,5,67
13/04/2012,E,7,69
14/04/2012,E,6,69
15/04/2012,D,8,68
16/04/2012,B,3,66
17/04/2012,E,10,69
18/04/2012,C,1,67
19/04/2012,C,1,67
20/04/2012,F,9,70
21/04/2012,E,1,69
22/04/2012,B,1,66
23/04/2012,D,4,68
24/04/2012,A,2,65
25/04/2012,B,9,66
26/04/2012,F,5,70
27/04/2012,C,6,67
28/04/2012,A,8,65
29/04/2012,A,7,65
30/04/2012,E,1,69
1/05/2012,A,7,65
2/05/2012,A,10,65
3/05/2012,D,9,68
4/05/2012,A,5,65
5/05/2012,E,9,69
6/05/2012,F,6,70
7/05/2012,C,10,67
8/05/2012,C,2,67
9/05/2012,B,2,66
10/05/2012,B,7,66
11/05/2012,C,9,67
12/05/2012,D,7,68
13/05/2012,F,6,70
14/05/2012,D,1,68
15/05/2012,A,9,65
16/05/2012,E,9,69
17/05/2012,E,6,69
18/05/2012,B,4,66
19/05/2012,E,8,69
20/05/2012,C,7,67
21/05/2012,B,8,66
22/05/2012,D,9,68
23/05/2012,C,6,67
24/05/2012,D,7,68
25/05/2012,F,3,70
26/05/2012,B,4,66
27/05/2012,B,2,66
28/05/2012,D,10,68
29/05/2012,C,8,67
30/05/2012,B,7,66
31/05/2012,B,6,66
1/06/2012,E,1,69
2/06/2012,D,5,68
3/06/2012,B,8,66
4/06/2012,D,4,68
5/06/2012,A,7,65
6/06/2012,C,8,67
7/06/2012,A,2,65
